915	0.128424
916	-1.135588
917	-4.834569
918	-8.524204
919	-9.791450
920	-5.362680
921	-1.132272
922	0.454910
923	-0.613912
927	-4.901544
928	-0.678075
929	0.898033
930	-0.185929
931	-6.569223
932	-7.651211
933	-6.092932
934	-1.670254
935	-0.105608
936	-1.413340
937	-5.161954
938	-8.900886
939	-7.354638
940	-3.156111
941	-1.822717
942	-0.051464
943	-3.819685
947	-5.616064
948	-1.420663
949	0.120514
950	-3.453572
951	-7.231221
952	-5.703932
953	-4.388377
954	-2.860262
955	1.551700
956	0.198038
957	-6.263996
958	-7.400781
959	-5.673264
960	-4.157007
961	-2.640092
962	-1.122520
963	-2.274460
967	-6.892953
968	-2.727345
969	-1.013292
970	0.284522
971	-6.219906
972	-10.041225
973	-8.553494
974	-4.194176
975	-2.700682
976	-1.415566
977	-5.265519
978	-6.237677
979	-7.418704
980	-6.146353
981	-4.666151
982	-2.976474
983	-1.291469
985	-9.018597
986	-7.550671
987	-6.082219
988	-4.613244
989	-0.464104
990	1.009931
991	-5.558901
992	-6.767911
993	-7.977868
994	-6.521809
995	-2.387800
996	-0.926778
997	-2.150709
998	-8.721646
999	-12.408165
1000	-10.968510
1026	-3818.163785
1027	-3890.286486
